twitter,ADE_or_not
Can you stop pacing up and down on the train and get some Zyprexa you psycho,0
It's the power of Paxil baby ,0
*Rivaroxaban. Aches get bad from 2pm onwards. Therefore seems unlikely to be side-effect.,0
SO IT FUCKING TURNS OUT THAT A SIDE EFFECT OF EFFEXOR IS A LOSS OF APPETITE,1
"@Cinimalist Ah I was going to say, it sounds exactly the same way I found/am finding trazodone. Has it at least helped the migraines?",0
"well it *is* basically 8pm, I could probably take the regularly scheduled seroquel",0
"How could poppies & wild lettuce & things be any worse than Cymbalta? Only difference is Cymbalta is ""socially & governmentally sanctioned"".",0
weetabix + tea + fluoxetine,0
"@AnitaMcDonald1 both, I had a relapse that nearly killed me last year, I've fought back with every inch of my breath! Also Tysabri!!!!",0
@psychoticdancer why do u have to have bloods for olanzapine? I'm on that and lithium and the bloods for lithium are annoying alone #bloods,0
"@moorcroft40 @Live2Learn4Life I agree. Plus if u missed ur Tysabri it's bound to have an effect. Good days & bad, but keep that strong mind",0
One of them is a lozenge but it tastes just as bad,0
@BrandonJ_Miller / had a million sinus infections. Get Levaquin. Strong antibiotic and tell doc u want 3 weeks of it. It'll kill it.,0
"You're daughter's depressed
We'll get her straight on the prozac 
But little do you know
She already takes crack",0
I need a lozenge. Does anyone have a lozenge?,0
"Lauren keeps saying ""you have a reallt nice smelling lozenge"" in a sexual voice ha help me",0
RT @WalterBrianna1 Scrapbooking: finite lozenge introductory study,0
SO GLAD to have just finished a course of cipro! Fingers crossed I can stay off of nausea inducing meds for the next little while...,0
Scrolling through my twitter feed timeline whatever tf it's called. Like damn y'all mufuckas need fuckin cymbalta depression hurts my nigga,0
@sicknote_ Magine if we all had a fume on here together! Yuno all us fluoxetine lot? Be a scream wouldnt it??? :-D,0
Efficacy and safety of 12-weekly versus 4-weekly zoledronic acid for prolonged treatment of patients with bone metastases from breast…,0
@AbbyArrington not a darn thing wrong with Oreos..better than Prozac,0
@FluffyBunnyCops i fucking hate SSRI's omg they gave me paxil after i stopped but i havent touched it. I have bpd anyways so theyre useless,0
"Wellbutrin, Zyprexa, Xanax, Effexor, Lamotrigine, Valium. Every day. I'm not even a person anymore.
I'm a parody of an actual human being.",0
"#ConsumerAlert: Have you or a loved one taken #GranuFlo, #Pradaxa or #Actos and  suffered from adverse effects? If so, seek an opinion ASAP.",0
@beatmydrums lamotrigine! What about you? Xx,0
Doctor gave me moxifloxacin to kill my sinus infection. Bringing out the big guns; sick of being sick!,0
"meningococcal prophylaxis = Rifampin 600mg PO Q12 x 4 doses. Alts include Fluoroquinolones (Cipro 500 x 1) sulfonamides, cef3, minocycline",0
Anyone here take Paxil?,0
DIDNT TAKE VYVANSE TODAY IT'S A GOOD DAY,0
@gastromom WOW...if only more doctors thought like you!!  I lost my entire life to twelve Cipro pills.,1
This Vyvanse needs to kick in.,0
"Eish... Almost got booted out!  De-registration! @TabaneM: Advice to small businesses, pay your Cipro Annual Returns @SAB_KickStart”",0
"Possible cymbalta side effects include: asshole falls out, and/or morph into a preying mantis. Ask your Dr. If cymbalta is right for you.",0
Med Bizz News: Lilly's Zyprexa Under Scrutiny - Federal regulators are investigating the death of two people who r...http://ow.ly/2xGJmz ,0
"@WBALDash tho I will point out, I want to shoot him when I see his Enbrel commercials, it's doesn't work like that!",0
Eisai pulls #Fycompa from German #epilepsy market following strict G-BA decision to decline recommendation. http://ow.ly/mm5Oc ,0
"Fycompa addresses big unmet need - refractory partial-onset seizures - yet G-BA doesn't recognise ""additional benefit"" by its own definition",0
#Eliquis: Release of #Pfizer’s & #Bristol_Myers_Squibb’s Eliquis #blood_clot preventer story. More in our Health page http://www.sayitonline.net/id16.html ,0
@ethanjweiss Re: Eliquis-- a bit surprised. It's always tough to fight generics and to be 3rd to market.,0
"Today, the only thing I'm thankful for is vyvanse.",0
@mizbergy what is humira? #SpoonieChat,0
@TimArringtonJr New York inspires tf out of me bruh. I know you'll make some hot shit there. That's where I made Trazodone lol,0
"Rivaroxaban diary day 22. Last tablet taken Tuesday 18th, 4 days ago. Woken up in pain. Bad fluid retention (uneven) on both legs.",1
@gusgreeper I can't believe how long it takes to be symptom free from this shit #paxil,0
"@Grumpyhatlady I'm off Humira as about to have IVF, the difference between life without it and with is huge.",0
One beneficial side effect of venlafaxine can be increased concentration and focus. I think I'm feeling that today :-),0
#FDA Drug Safety Communication: FDA is investigating two  deaths following injection of #Zyprexa Relprevv http://1.usa.gov/13Qt4eU ,0
Break time #caffine #nicotine roll on 11:45,0
"i need to tattoo ""fluoxetine"" to the inside of my eyelids i keep forgetting about it #bad",0
"Depression hurts, cymbalta can help",0
#quetiapine is not doing it's job tonight. Not even slightly drowsy.,0
"@kidsmealkid Ahhhh, yeah I had that too. Had some light sleeping pills for a while (trazodone) but your brain works it out eventually.",0
I have got to stop taking my Vyvanse so late!! #nosleep #addproblems,1
"@MissRabbitxo I took Ativan, didn't work at all. Now I take Paxil (Paroxetine) works like a charm.",0
"""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac."" If only more ppl ate em!",0
@upasbook So sorry that Cymbalta really threw you a curve. Well that it has made life worse. Glad to hear your daughter is close by.,0
Okay. The vyvanse has been taken. Here we go.,0
"@darthcookster Unfortunately I started Humira around the same time, so it's hard to parse out. But I've felt great, definitely more energy.",0
"i pop em with seroquel like glue, I'm stuck",0
"#download Avelox - A Medical Dictionary, Bibliography, and Annotated Research Guide to Internet References - ICON Health... @WorkshopGuides",0
"if i take seroquel with hydrocodone, will i die?",0
@smittenkitten .. the lamotrigine is off label. but i'm seriously not getting another damn thing from them.,0
"@STVGrant They also still appear in the rankings and received co effient points this year even though they ceased to be ,,last year!",0
"“@Mofos: @JayZito lol... blow, heroin, Zoloft , trazodone, Adderall, Nexium  Dilaudid ... shes a walking pharmacy” That's my girl.",0
"""Another trial flop for AstraZeneca as Onglyza fails cardio study. (Bristol..."" see conversation by John Carroll at http://peerin.co/Dw4E ",0
"Oops, sorry for all of that. Here, have a picture of some uplifting messages on lozenge wrappers.pic.twitter.com/pNiEkLN1GJ",0
"@tete_floue yeah, I couldn't function without sleep so I understand. With fluoxetine, im not sleeping as well, but still sleeping x",0
"A Cymbalta ad sez that ""liver problems, some fatal, have occurred."" Since we didn't get the ""in rare cases"" bit, I'm gonna need percentages.",0
"@WaitWhuuut i'd marry effexor, bang kolonopin, kill lamictal",0
Turnip strudel pudding chicken pickle lozenge eating coleslaw rummaging badger fillet #bestthingivesaidallday,0
@cheer_bear13 @LithiumLibGirl I couldn't take lamictal 1 week into it I got the rash.a rush trip to the ER.6 months till rash was gone.,1
@pyschosis84 15th July all being well. They want 6 clear weeks of Quetiapine and Sertraline in my system to ensure I really am stable x,0
This vyvanse is amazing!!! Fuck adderal,0
"@TIMEVALUMIKEK thank you.  Am trying to figure out what to do next.  Copaxone, betaseron & now tysabri not working.",0
"Stealing the ""lozenge"" snark from my keeper. Pssh. I'M WATCHING YOU!

;-P",0
@Dennis_Walters kind of like you're prozac or is it the whiskey.,0
"@FrankDiMasso And insurance usually covers Cipro, so hope it would cover Cipro drops!!!",0
“@UberFacts Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” Don't tell @raycomfort!,0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” @akjnanner8 ,0
From the latest #drug commercial the only thing I know about #Xarelto is that I shouldn't take it. #humor #ads,0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” I should eat more!,0
"Without Wednesdays Humira, I couldn't have done this, so thanks go to Humira as well ;) ",0
"""@Krychie: Gamma-aminobutyric acid is an inhibitory neurotransmitter which helps to control aggression and eating. . Mine is broken"" ek ook!",0
"""Dont take Prolia if you're alergic to it."" No shit, huh?",0
Seroquel takes a long time to hit me ]:::,0
Study to Evaluate the Safety and Efficacy of Ciprofloxacin (Inhaled) in Patients With Cystic Fibrosis http://dlvr.it/3SQ4tG,0
@McMorag my dreams became vivider I think with Effexor #BPDChat,1
@RyReckless word cause I used to take that shit for anxiety. So go take some Paxil,0
Dougados: Etanercept in nr-axial SpA - Trend of higher effect if high CRP & MRI+ for sacroiliitis #spondylitis #EULAR2013,0
#ENDO2013: Liraglutide-metformin combo superior to either treatment alone for #WeightLoss in #PCOS http://ow.ly/m7aoV ,0
"The Seroquel the doc gave me, makes doing things difficult. . . But if I don't do something, I'll fall asleep. The catch-22 of crazy.",1
@mrbowers @cerebralcutlass I TAKE PAXIL FOR THE MANAGEMENT OF OCD AND ANXIETY. #SSRIClub,0
#twothingsthatdontmixwell #people and #cymbalta I'll fucking tell you that,0
The next generation desperately needs a throat lozenge,0
Just found a Quetiapine pill stuck in my iPhone's outlet #TakeAHint?,0
@wmywifi I'm so in thar right now I need cymbalta,0
I only have nine seroquel left and my prescription was only valid through september of last year ha ha cool,0
This coffee got me feeling like I popped a vyvanse. ,0
Animals are committing suicide. Depression hurts. Cymbalta can help. #TeenWolf,0
The Men's Warehouse guy needs a throat lozenge.,0
"so.. the humira commercial said ""i went to my dermatologists & she assigned me humira."" i said ""Y didn't she give it 2 U in the 1st place?""",0
So I ran out of Victoza before payday & restarted it yesterday.  Bleh: nausea.  It did help me lose @ 10 lbs. but I found 3 when I ran out.,1
Trazodone is no joke. Slept through every alarm.,1
"Humira is kicking in again which is nice but that also means I'm moving towards my next injection...""AS"" the joy of joys, still smiling.",0
@MS_getinformed @MS_getinformed  Gilenya if you want a pill proven to be stronger than avonex and u cant take tysabri.,0
"All nighter is killing me right now, I hate you vyvanse",1
Wide awake and this trazodone starting to feel like a sugar pill.. I'd actually prefer to be at work right bout now.,1
I can't seem to shake this uneasy feeling. I hope it is just because I'm so tired....or maybe cause I'm out of Paxil.....,0
Fed up of aching bones :( Wonder drugs work some magic please. #rheumatoidarthritis #enbrel,0
"Tysabri maybe the most dangerous drug available for MS...... That's because it's the most effective ! Bigger the dog, bigger the bite !!",0
"L'laila tov. By the way, I'm going into baclofen-pump surgery in Mid July (#Wewillseewhocares.).",0
Pajamas and Seroquel when I get home. Hooooorahhh,0
"LOL ""@IamLukzstar: @Tendaijoe YandisaMadondo @djndisa :Hagagaga:Please submit another 5 Name for your Dj name*Using the CIPRO voicemail*""",0
@gulbukhari nothing a little Prozac chased down with the holy water can't fix ;) @IftikharFirdous,0
“@Clarbini: Would it be a bad idea to take trazodone now?” Omg yes,0
"@mhigby Melatonin is often incorrectly prescribed. Try trazodone. Cheaper. Non-addictive. Prevents ""thought cycles"" that inhibit sleep.",0
The Fluoroquinolone Syndrome <-Have you experienced side effects from taking Quinolones antibiotics (e.g. Cipro) ?,0
Fill up the Paxil because life is going to be really sad,0
one time i liked a guy and told him i was sad a lot and he told me to take cymbalta and thats why i hate people,0
"""@AG_StayTrappin: Pop a vyvanse I'm workin'"" I can't stop working! Lmao",0
“@PeterGunders: @BenTupas what rhymes with orange? @abcsouthqld @ABCexhumed” Throat LOZENGE errrr?#poetry #overthecounter,0
@monay925 want some of my cymbalta?,0
"When Paula Dean spoke for Victoza an expensive drug normal people couldn't afford, that's when I felt she was a traitor. Happy she's gone",0
"all that we were
is wrapped in a shroud
of fluoxetine memories",0
Manuka honey lozenge=amazing!!,0
PRESS RELEASE: Novartis announces secukinumab (AIN457) demonstrated superiority to Enbrel(R) in head-to-head Phase III psoriasis study $INDU,0
CIPRO de registration process killing us OMG...Annual returns causing havoc 4 businesses 4 sure..,0
"@KarimS3D Olanzapine actually makes you put on weight, even when you aren't eating that much",1
"Tysabri and the interferons are all “Category C” drugs-it caused some harm to fetuses in animal studies, but the effect in humans is unknown",0
@KrmWng yeah Fluoxetine 20mg once daily dose....:-) Me alrdy started...,0
"@BeyondMeds He needs to add more brain compartments and update the drugs on the next edition's cover: Abilify, Effexor...",0
@Kristilynn5688 something called Cipro. My Walgreens didn't have it,0
Haven't had any nicotine all MF DAY!!!!!!,0
“@rosenthal_bob: #IBD #crohns Humira night.” Good luck!,0
Do you know what Meds are 4 bipolar depression? Currently #FDA approve combination of #olanzapine & #fluoxetine,0
Data with denosumab in #myeloma: may be alternative to reduce skeletal events in deteriorating renal function (http://1.usa.gov/180yMix ).,0
Lecturer has spelled olanzapine three different ways in the space of two slides #olazapine #olanzepine #closebutnocigar,0
I'm so proud of Bob for taking Xarelto!,0
"""@JoseCadena4: @iniee_monster but I thought you loved me.... I guess I was wrong #depressed #cymbalta #feelinlikeshit </3"" #pussy",0
slutty fluoxetine,0
Mmm! I love how that sounds!! RT @QueenTrilogy: @RawR0mance I need 20mg Zyprexa Po & Haldol 50mg IM Stat... Nurse Cano,0
I'm sick of your shit. You got 5 minutes to show up Seroquel before I call in Xanax to cover your shift.,0
"@cintain If I had a live-in acupuncturist, I wouldn't need the Lamictal. 5 minutes with mine while out w/ friends & no seizures for a week",0
Humira+ metho 5mg< humira + metho 10 = humira + metho 20. #EULAR2013,0
"Advice to small businesses, pay your Cipro Annual Returns @SAB_KickStart""lot of Smme don't have full info about this development.",0
Whenever i see the Humira commercial I feel special #thankGodforhumira #crohnsdisease,0
My breakfast of choice is a cup of Starbucks coffee with a side of 70mg Vyvanse.,0
@gilliankilgour then tysabri got approval + I was person 13 to go on it in west of Scotland ! Changed my life around - gave me it back xx,0
@heather20022002 I had Ciprofloxacin I thought that was pretty strong. Or is that a general one?,0
Side effects of Effexor http://dld.bz/VDEu venlafaxine depression,0
Do you know what Medications are R for Mania? Currently #FDA approved: #olanzapine AKA #Zyprexa,0
Prozac is ALL THAT I NEED,0
40mg of prozac now....wish this depression wud do 1.its ruining my life,0
Do you know what Meds are R for bipolar depression? Currently #FDA approved #quetiapine AKA Seroquel,0
"@leafoden (commercial announcer voice) Ask your doctor about Trazodone! Real gentle, won't knock you out, but it lets you stay asleep.",0
"@snailhime @wrangelisland paroxetine 40mg/day, since i started ive been able to go outside without having a panic attack which is nice.",0
Latuda? Sounds like a Diva. Not so much. New med! Yippee!!! Here goes nothing...,0
Serious lack of nicotine in my system,0
"@_brandoc WTF? Somebody get Eeyore a Paxil prescription, b. JihaD",0
">>

For Anxiety or Depression : 

- Antidepressants Ex. Fluoxetine 
- Antianxiety agents Ex. Diazepam ",0
"Sad
Depressed
In need of cymbalta",0
@KinkiNoNeko I take venlafaxine. Happy to discuss in DM.,0
"Depression hurts, Cymbalta can help.",0
@MarcusPicture #Enbrel worked great for me for 5years -- monotherapy; didn't take anything else w/ it besides Naproxen as needed. #rheum,0
@MaryCateRankin people develop sensitivetty to it because of severe #side affects from being #floxed.by #Cipro #levaquin #Avelox and others,0
"@abianne from Effexor to Zoloft. Due to money, I couldn't start Zoloft right away, so it's been 3 days with nothing.",0
"@AlterEgoTrip_Se @theprovince Confession: They put me on Effexor just because I was ""fellin' a lil' blue."" That's some tough stuff!",0
In the hospital with pop out paper hearts and safety scissors. On valentines day where my only definition rests on a 60 day chip and geodon.,0
@huny i deal with the same issues. sometimes all i have is trazodone. working out and eating healthier has helped.,0
@eric_pusey I've been taking Cipro all these years for nothing.  The cure was right in front of me all this time!,0
"Combining teriparatide with denosumab increases bone mineral density in postmenopausal women with osteoporosiso new (Lancet, 15 May 2013).",0
"@saani_baby because its true. Im just really depressed right now , I get sick when I get like this. I need some cymbalta.",0
"“@NEJM:For acute DVT, apixaban noninferior to enoxaparin + warfarin tx for efficacy, superior
for safety. http://nej.md/12pjWKb  #ISTH2013”",0
@thedrbanner Cymbalta will do that :c Hell most of them so sadly :C,0
Good and evil they gave me amphetamines after by the time they where done nearly 48 meds. Recently i lost track of vyvanse,0
"#Cetriaxone, #Ofloxacin & #Chloroquine therapy. Its been more than a week now.",0
@dougmoneybags 150mg is a SUPER low dose of quetiapine. SUPER SUPER low. A lot of ppl are given that much (at least) 3x a day.,0
With effexor sprinkles.,0
"""@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.""",0
"Vyvanse, make you feel better",0
"@LawGoalie29 have you tried any? I take Effexor for my anxiety, it works really well.",0
"Cigarettes, vyvanse, and coffee.. Watch me disappear",0
@SupaFlyTiff hahaha sum injection idk .Yes remember Humira father is Zoya father he went to gv the home $$ &a child do sumn&he wntd2slap him,0
Downing your fluoxetine with cheap morning coffee on the train to work. Another day in #CameronsBritain,0
@Gheblawi i'm all for the Prozac,0
@dsymons @GinaRClark @rawarrior Agree. Ive had a lot o'luck w/#copayassistance. #Enbrel #Humira #Xeljanz #Orencia #Actemra. Not Rituxan '07.,0
Depression hurts. Cymbalta can help.,0
Dj Paul Vs Dione – Here Comes the Prozac,0
One Prozac a day,0
"Person: you have crohn's?
Me: yep
Person: oh I saw your medicine in a commercial, I think it was humira

#no #no #no #no #no #no ",0
*batman voice* do you have a lozenge,0
Medication (cymbalta) is needed to more people than have it prescribed to them.,0
"If you’re Bipolar II, GET LAMICTAL. I’m on 600mg/day. Haven’t spent an evening screaming into a pillow in seven years.",0
Had exhausted his lozenge he told me how many times the screw of the.,0
@desunovabeach 3 meds :s that's rough. How old is she? I'm on depakine and lamictal,0
@Maldabeastest mal I'm in serious need of a lozenge,0
"@paribes OfCourse it does!! Nicotine firstly kills your creativity! And most of the youths smoking,taking tobacco are found less creative!",0
"""My heart is like a cigar. Breathe me in, can you smell the nicotine on my skin? My heart is on fire and you my love, you are my lighter""",0
Not coming off the humira for at least another 6 months if ever! So happy #crohns I've kicked you arse!!,0
Sunovion Pharmaceuticals Inc. Announces FDA Approval Of Latuda® (Lurasidone HCl) As Monotherapy And Adjunctive Therapy In Adult Patients Wi…,0
@CamEdwards Get the poor dude a lozenge,0
Cisco latticework facilities else tools ruptured lozenge accept implicitly?,0
@ChiArthritis triple drug comparable to mtx + etanercept except on radiographic progression. Hence too early to conclude. #rheum #Eular2013,0
"@JordanaaW @im_justafangirl thought you would, lozenge's already seen it i sent her it earlier thru snapchat",0
"WHY AM I STILL AWAKE oh shit, cause i left my trazodone in woonsocket, that's why. TWO VICOPROFEN LATER AND I'M STILL HYPED",0
@missy_molly_mol @halksmush I stopped with the nicotine lozenges. worked brilliantly in the end (when I *really* wanted to stop).,0
I need a Pepsi and some Paxil lmao,0
@ATLangela LOLOL!!!  Mine is 6 and I can't imagine that long in the car with her.  Without lots of Prozac and sedatives.,0
The Fluoroquinolone Syndrome <-Have you experienced side effects from taking Quinolones antibiotics (e.g. Cipro) ?,0
@AmyEllen_xo not tried fluoxetine! Xxx,0
"@jodidaubs @SassyJP10 he is from Fleetwood, Lancashire. Also the place where the Fisherman's Friends lozenge originated #fleetwoodfac....t",0
"Happy as a clam? Yeah I provide for you some Prozac 
Oh my gos",0
I could pass out with a moments notice even with this vyvanse in my system!,0
Tysabri market is 250-300k patients ww. $eln. Believe generic threat is close to zero,0
"@zoeAWESOME glad GET is helping; it just made me worse but the CBT helped me focus. I have tramadol, baclofen, paracetamol, ibuprofen",0
FDA Turns Back New Indication For Rivaroxaban To Prevent Stent Thrombosis In ACS Patients ...,0
"and then on the flip side, what if talking doesn't work, and I end up on quetiapine, bupropion, clonazepam, benztropine, methylphenidate >>",0
@annakeax you'd wanna lozenge that shit up!,0
"If you have hard feelings for something that YOU caused, I have no sympathy and you need Prozac. #nuffsaid ",0
"Normal people at 12:30: sleeping 

Me at 12:30: researching psychoactive effects of nicotine and the neuroanatomy behind them",0
Quetiapine or olanzapine for mild to moderate anxiety #older persons mental health,0
@Livaloo22 awwwww livalo so sweet <3 you 2,0
I'm pretty certain that this should be sponsored by Zoloft or Paxil. #skywire,0
"#Crohns #patients relying on #Biologics like #Humira CAN b FINE.  Just see me as the ""Cautionary Tale.""  #Abbott must IMPROVE its #drug.",0
@nirvanaas I do! :) well mines is called fluoxetine but its just another name for it! :) I've had no problems or side effects at all!,0
This Xarelto commercial just implied that warfarin keeps you from eating healthy foods.,0
@doctorakerkar 6-8 months on average. Enbrel after humira waited a year before moving to orencia. #rheum,0
"Thank god I finally picked up my Effexor. Maybe I'll stop being *a psycho bitch** 

*even more of **than usual",0
"Anyway, I was just feeling itchy and my neck was red so they gave me benedryl with my #tysabri. Might be a coincidence but just in case",1
"Work: In keeping with the holiday spirit, I shall be coloring the Xanax, Haldol, Methadone, Paxil and Depakote in shades of red and green.",0
ITI needs to quit hiring teachers that have already retired from one job to take this one... imma overdose on vyvanse trying to stay awake,0
Two antidepressants - mirtazapine and fluoxetine - have been linked to a significantly increased risk for Clostridium difficile infection..,0
"Waitin w my glitter shoes for the gi! Gonna tell him I plan to NOT up my humira, hmm see how it goes #crohnsproblemspic.twitter.com/BoxU9bvHFH",0
"My psychiatrist is going to be furious with me for just stopping taking Cymbalta all of a sudden (and rightfully so), but it's EXPENSIVE.",0
Weird thing about paxil: feeling fully awake and energized and feeling completely tired and half-asleep at the same time.,1
@jimrome Trapper may win by virtue of the Sound Byte / Hashtag #Chainsaw #Lozenge #Riccola #SmackOff,0
#CMSC2013: PTM is an important tool to allow patients to deliver a bolus of extra baclofen for pain/spasticity #MSresearch,0
#CMSC2013: PTM is an important tool to allow patients to deliver a bolus of extra baclofen for pain/spasticity #MSresearch,0
Fluoxetine increases suicide ideation less than placebo in treatment of adults with minor depression.http://www.journalofpsychiatricresearch.com/article/S0022-3956%2813%2900174-X/abstract …,0
That Seroquel has been given me some seriously fucked up dreams.,1
paroxetine now FDA approved for hot flashes...,0
@StevenDavidoff @anoushasakoui So what will Elan say? CVRs are worth nothing? Elan has been checked on Tysabri. no checkmate for Panel..,0
"@LakerGirl1 ohhhhhhhhhhhhhhhhhhhh I see..yeah I have had those too, damn they are terrible!! Cipro works best for that",0
@majda72 America needs a Lamictal!,0
here's to hoping this Baclofen does the trick tonight....,0
Yeah Humira wasn't that bad to me beside the self injections...lol I hate needles. Do any of your family members have Crohns? @iamkatcole,0
there's a fella on my Facebook who is asking to swap 120 seroquel for yellas or tramadol hahahahahaha not right,0
#ENS2013: Prof Comi presents #MSresearch poster on safety of switching from Tysabri to @GilenyaGOUSOnly @MSWorld_Inc,0
@jimrome #lozenge isn't trending right now because the clones can't spell it nor can they afford a websters #smackoff,0
Tell Trapper one of the Smith Bros has a lozenge for him. Too much beard? #smackoff,0
The funniest word is lozenge.,0
"@JudeMG Yup, been there w/Humira (and any of our drugs that are advertised). Ppl who aren't sick don't get it. #rheum",0
thank you Lord I do have another Trazodone! Good night.,0
"@simbukha hey sim! I never chat wth u via dis social netwek, r u great dou?@cypro",0
@carlyy_censi @MissKnight11 Would you like a throat lozenge?,0
FDA Investigating Deaths Following Zyprexa Injections: The Food and Drug Administration (FDA) issued an alert ... http://bit.ly/19O0srA ,0
"@SeekingAlpha how do you think the $3 billion or so in fines for Risperdal and hips (let alone Levaquin, mesh, etc) will affect stock prices",0
@JasonCRG sorry don't have humira's launch data on hand.,0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” Bananas everyday!,0
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” @MarkWells_78,0
"@drlangtry_girl @thirstygargoyle I took acetazolamide after 12 weeks in my first pregnancy, and acetazolamide and fluoxetine throughout 2nd",0
#NICE extends the recommendation for #Bayer's #Xarelto to acute treatment of pulmonary embolism as well as prevention http://ow.ly/mqFMg ,0
@moirarogersbree would you like me to bring my cymbalta and cake for a visit?,0
Results of Amplify trial showing benefits of #apixaban presented today at #ISTH2013 meeting in Amsterdam where I have been.,0
@ajswurld I'm allergic to Enbrel :-( bad reaction,1
"No, but guys: Don't go on twitha after taking valium, prozac and steriods. Combination will fuck you up. :'D",0
@RevancheGS Are they trying to get your Cytosine on Paxil?,0
"@PArthritis I don't know that one, but metho made me sick  everyday I took it. I had to stop. Enbrel has worked wonders for me .. so far",1
#Apixaban / #Eliquis reduced major bleeding from 1.8% to 0.6% vs #warfarin in acute venous thromboembolism patientshttp://www.reuters.com/article/2013/06/30/us-pfizer-bristolmyers-eliquis-idUSBRE95T04G20130630?feedType=RSS&feedName=healthNews …,0
@Kirkby007 I'll bet those are the meds I'm about to try but I only know the brand names. Tysabri and cimzia.,0
Cymbalta and justice cards are the equal-vent to Sams life  @lowest_type,0
"@candianburrito3 @JodieLeCUTIE @RawrrrrrX5 don't worry Aileen, all you need is some Cymbalta, then you'll finally be proud of your hoe-ways",0
"Rheumatologist appt. this a.m. Want to see how x-rays turned out, and let him know how the Enbrel has worked. Also discussing wheelchairs.",0
Lack of nicotine.,0
@AliceDreger Save the paroxetine for the husbands of women having the hot flashes.,0
A push of Caffeine and some nicotine to watch the rain.,0
But I don't want to take an ambien or trazodone or anything because i dint wanna restart my dependence upon them,1
“@UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.” Goodbye happy pills...,0
@ahmad_alaseer @Fadl_Shakker  Guys! You are delusional! You should seek help!  Risperdal or Zyprexa would do the job!,0
17 of the top 20 Medicare prescribers of the beta blocker Bystolic got speaking fees from maker Forest Labshttp://www.propublica.org/article/top-medicare-prescribers-rake-in-speaking-fees-from-drugmakers/ …,0
Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
Officially off Effexor!!!!! One of the happiest days of my life. Now I can start a new medication and get my life back on track!!,0
@PBandJenelley_1 @InfanousJames1 no one takes seroquel for fun,0
"@RealHausfrau @Tantalizinyou my step-dad was on Effexer,taking supplements for energy and drinking like a fish when he shot my daughter&me",1
@SarahFrantz MUCH experience but take FYIW: I always gave it day or 2 to fully kick in. Cipro takes time. Keep hydrated whatever you decide.,0
I don't know what's going on. I'm surrounded by preop Pradaxa issues today. That stuff is pure evil I tell you. #NoRegionalAnesForYou,0
"I gave up giving up. Fluoxetine, welcome to my brain! DONT. FUCK. THIS. UP. Okay? Okay.",0
I accidentally ordered 11 bottles of brand name Lamictal and our vendor won't take them back. FML,0
Although today is #humira day i'm still happy cuz i got to 60 #followers...shout out to all i love ya keep strong #crohns,0
@Bipolar_journey I've heard that Zyprexa is supposed to be A++ for bipolar mania and kicks in FAST.,0
"They keep promoting people to take Xanax, Seroquel, Molly, Promethazine, Oxy ... Cause my patients dumbasses are really doing it",0
@Dakota_ONeill He's on Seroquel and Cipralex. Has evened out his moods a lot. He does ok as long as there's no pressure.,0
I need a vyvanse or addy for work tomorrow,0
"""Would you care for a lozenge"" - @kristen_manza",0
@chronicpainteen i would also love 2 get to 50 followers 2nite i'm @ 49..pls help... #crohns #humira #TEAMIBD,0
"02.20 Day 19 Rivaroxaban Diary woken up with pains in head, neck, back, hip and legs. Seeing Doc in 7 hours. No way am I continuin with Rvxn",1
"Today was a good day. Thanks to God and Humira. Oh yeah, and my husband. He drove.",0
"Thanks for working, Pristiq. I'm glad you're a reliable medication and that you work so fucking well. #sarcasm",0
@mckayaustin I'm on cymbalta & some other shit & my emotions are just bleblehbleh 24/7. Sigh.,0
I just slept 9 hours!!! #quetiapine loving this :),0
"If you or a loved one has experienced severe side effects from the use of Fosamax, contact us toll free. 1.888.520.5202. Habla Espanol.",0
thank jesus for trazodone,0
If it wasn't for vyvanse I wouldn't be raping these exams,0
Did u know psychotropic drugs such as Seroquel and Haldol are considered chemical restraints?!,0
I know its late but Im going to take my trazodone cuz fuck it all,0
my sim card isn't working aaggh i feel like im having cymbalta withdrawal again aaagh aaaggh,1
"We represent people injured by dangerous drugs & vaccines including:  SSRI drugs: Paxil, Zoloft, Effexor, Celexa, Lexapro, & Prozac.",0
"""Imagination is my trazodone."" 
― J.D. Tew",0
@BO2Gamer612 Yay!!! Both me and hubby are quitting in week and 1/2. I got scrip for nicotrol inhaler,0
"""@I_amYaLeader: Florida is in need of Cymbalta! All this depression and shit!"" L O FUCKING L",0
Working out on vyvanse is so much better than without #crackedout,0
"~~Member Post~~

My doctor is starting me on Effexor. Do any of you have experience with this med?  How has it worked for you?  Thanks.",0
The Fluoroquinolone Syndrome <-Have you experienced side effects from taking Quinolones antibiotics (e.g. Cipro) ?,0
